flow_form_id,flow_question_group,flow_question_label,flow_question_id,mis_form_id,mis_question_group,mis_question_label,mis_question_id
17260923,Plant Effluent,What is the COD in mg/L?,297600977,1748905550055,Plant Effluent,Comment on the plant effluent;Please specify other plant effluent description;Are you able to take the sample?;Method of Testing for plant effluent;Take photo of effluent sampling point;Which parameters were you able to analyse?;Temperature °C - 2550B (APHA Method Code);pH - 4500-H+B (APHA Method Code);Conductivity µS/cm - 2510B (APHA Method Code);Salinity PPT 2520B 0.2 (APHA Method Code);Total Dissolved Solids mg/L - 2540C (APHA Method Code);Total Suspended Solids mg/L - 2540D (APHA Method Code);Total Solids mg/L - 2540B (APHA Method Code);Settleable Solids mls - 2540F (APHA Method Code);Ammonia mg/L - 4500-NH3 H (APHA Method Code);Total Kjeldhal Nitrogen mg/L - 4500-NorgB (APHA Method Code);Nitrate mg/L - 4500-NO-3- I (APHA Method Code);Nitrite mg/L - 4500-NO-3- I (APHA Method Code);Total Phosphorus mg/L - 4500-P E (APHA Method Code);Chemical Oxygen Demand mg/L - 5220B (APHA Method Code);Dissolved Oxygen mg/L - 4500-O-C (APHA Method Code);Total Alkalinity mg/L - 2320B (APHA Method Code);Chloride mg/L - 4500-Cl-C (APHA Method Code);Oil & Grease mg/L - 5520D (APHA Method Code);Total Sulphides mg/L - 4500-S2-F (APHA Method Code);BOD mg/L - 5210B (APHA Method Code),1748907201859;1748917735244;1748917751257;1748917751258;1748917775963;1748917792041;1754995400101;1754995400102;1754995400103;1754995400104;1754995400301;1754995400302;1754995400303;1754995400304;1754995400501;1754995400502;1754995400503;1754995400504;1754995400505;1754995400701;1754995400702;1754995400703;1754995400704;1754995400705;1754995400706;1754995400901
17260923,Plant Effluent,What is the Salinity in ppt?,303340967,1748905550055,Plant Effluent,Comment on the plant effluent;Please specify other plant effluent description;Are you able to take the sample?;Method of Testing for plant effluent;Take photo of effluent sampling point;Which parameters were you able to analyse?;Temperature °C - 2550B (APHA Method Code);pH - 4500-H+B (APHA Method Code);Conductivity µS/cm - 2510B (APHA Method Code);Salinity PPT 2520B 0.2 (APHA Method Code);Total Dissolved Solids mg/L - 2540C (APHA Method Code);Total Suspended Solids mg/L - 2540D (APHA Method Code);Total Solids mg/L - 2540B (APHA Method Code);Settleable Solids mls - 2540F (APHA Method Code);Ammonia mg/L - 4500-NH3 H (APHA Method Code);Total Kjeldhal Nitrogen mg/L - 4500-NorgB (APHA Method Code);Nitrate mg/L - 4500-NO-3- I (APHA Method Code);Nitrite mg/L - 4500-NO-3- I (APHA Method Code);Total Phosphorus mg/L - 4500-P E (APHA Method Code);Chemical Oxygen Demand mg/L - 5220B (APHA Method Code);Dissolved Oxygen mg/L - 4500-O-C (APHA Method Code);Total Alkalinity mg/L - 2320B (APHA Method Code);Chloride mg/L - 4500-Cl-C (APHA Method Code);Oil & Grease mg/L - 5520D (APHA Method Code);Total Sulphides mg/L - 4500-S2-F (APHA Method Code);BOD mg/L - 5210B (APHA Method Code),1748907201859;1748917735244;1748917751257;1748917751258;1748917775963;1748917792041;1754995400101;1754995400102;1754995400103;1754995400104;1754995400301;1754995400302;1754995400303;1754995400304;1754995400501;1754995400502;1754995400503;1754995400504;1754995400505;1754995400701;1754995400702;1754995400703;1754995400704;1754995400705;1754995400706;1754995400901
17260923,Plant Effluent,What is the pH?,309320993,1748905550055,Plant Effluent,Comment on the plant effluent;Please specify other plant effluent description;Are you able to take the sample?;Method of Testing for plant effluent;Take photo of effluent sampling point;Which parameters were you able to analyse?;Temperature °C - 2550B (APHA Method Code);pH - 4500-H+B (APHA Method Code);Conductivity µS/cm - 2510B (APHA Method Code);Salinity PPT 2520B 0.2 (APHA Method Code);Total Dissolved Solids mg/L - 2540C (APHA Method Code);Total Suspended Solids mg/L - 2540D (APHA Method Code);Total Solids mg/L - 2540B (APHA Method Code);Settleable Solids mls - 2540F (APHA Method Code);Ammonia mg/L - 4500-NH3 H (APHA Method Code);Total Kjeldhal Nitrogen mg/L - 4500-NorgB (APHA Method Code);Nitrate mg/L - 4500-NO-3- I (APHA Method Code);Nitrite mg/L - 4500-NO-3- I (APHA Method Code);Total Phosphorus mg/L - 4500-P E (APHA Method Code);Chemical Oxygen Demand mg/L - 5220B (APHA Method Code);Dissolved Oxygen mg/L - 4500-O-C (APHA Method Code);Total Alkalinity mg/L - 2320B (APHA Method Code);Chloride mg/L - 4500-Cl-C (APHA Method Code);Oil & Grease mg/L - 5520D (APHA Method Code);Total Sulphides mg/L - 4500-S2-F (APHA Method Code);BOD mg/L - 5210B (APHA Method Code),1748907201859;1748917735244;1748917751257;1748917751258;1748917775963;1748917792041;1754995400101;1754995400102;1754995400103;1754995400104;1754995400301;1754995400302;1754995400303;1754995400304;1754995400501;1754995400502;1754995400503;1754995400504;1754995400505;1754995400701;1754995400702;1754995400703;1754995400704;1754995400705;1754995400706;1754995400901
17260923,Plant Effluent,What is the Nitrite Level in mg/L?,311400997,1748905550055,Plant Effluent,Comment on the plant effluent;Please specify other plant effluent description;Are you able to take the sample?;Method of Testing for plant effluent;Take photo of effluent sampling point;Which parameters were you able to analyse?;Temperature °C - 2550B (APHA Method Code);pH - 4500-H+B (APHA Method Code);Conductivity µS/cm - 2510B (APHA Method Code);Salinity PPT 2520B 0.2 (APHA Method Code);Total Dissolved Solids mg/L - 2540C (APHA Method Code);Total Suspended Solids mg/L - 2540D (APHA Method Code);Total Solids mg/L - 2540B (APHA Method Code);Settleable Solids mls - 2540F (APHA Method Code);Ammonia mg/L - 4500-NH3 H (APHA Method Code);Total Kjeldhal Nitrogen mg/L - 4500-NorgB (APHA Method Code);Nitrate mg/L - 4500-NO-3- I (APHA Method Code);Nitrite mg/L - 4500-NO-3- I (APHA Method Code);Total Phosphorus mg/L - 4500-P E (APHA Method Code);Chemical Oxygen Demand mg/L - 5220B (APHA Method Code);Dissolved Oxygen mg/L - 4500-O-C (APHA Method Code);Total Alkalinity mg/L - 2320B (APHA Method Code);Chloride mg/L - 4500-Cl-C (APHA Method Code);Oil & Grease mg/L - 5520D (APHA Method Code);Total Sulphides mg/L - 4500-S2-F (APHA Method Code);BOD mg/L - 5210B (APHA Method Code),1748907201859;1748917735244;1748917751257;1748917751258;1748917775963;1748917792041;1754995400101;1754995400102;1754995400103;1754995400104;1754995400301;1754995400302;1754995400303;1754995400304;1754995400501;1754995400502;1754995400503;1754995400504;1754995400505;1754995400701;1754995400702;1754995400703;1754995400704;1754995400705;1754995400706;1754995400901
17260923,Plant Effluent,What is the Total Nitrogen level in mg/L?,311410997,1748905550055,Plant Effluent,Comment on the plant effluent;Please specify other plant effluent description;Are you able to take the sample?;Method of Testing for plant effluent;Take photo of effluent sampling point;Which parameters were you able to analyse?;Temperature °C - 2550B (APHA Method Code);pH - 4500-H+B (APHA Method Code);Conductivity µS/cm - 2510B (APHA Method Code);Salinity PPT 2520B 0.2 (APHA Method Code);Total Dissolved Solids mg/L - 2540C (APHA Method Code);Total Suspended Solids mg/L - 2540D (APHA Method Code);Total Solids mg/L - 2540B (APHA Method Code);Settleable Solids mls - 2540F (APHA Method Code);Ammonia mg/L - 4500-NH3 H (APHA Method Code);Total Kjeldhal Nitrogen mg/L - 4500-NorgB (APHA Method Code);Nitrate mg/L - 4500-NO-3- I (APHA Method Code);Nitrite mg/L - 4500-NO-3- I (APHA Method Code);Total Phosphorus mg/L - 4500-P E (APHA Method Code);Chemical Oxygen Demand mg/L - 5220B (APHA Method Code);Dissolved Oxygen mg/L - 4500-O-C (APHA Method Code);Total Alkalinity mg/L - 2320B (APHA Method Code);Chloride mg/L - 4500-Cl-C (APHA Method Code);Oil & Grease mg/L - 5520D (APHA Method Code);Total Sulphides mg/L - 4500-S2-F (APHA Method Code);BOD mg/L - 5210B (APHA Method Code),1748907201859;1748917735244;1748917751257;1748917751258;1748917775963;1748917792041;1754995400101;1754995400102;1754995400103;1754995400104;1754995400301;1754995400302;1754995400303;1754995400304;1754995400501;1754995400502;1754995400503;1754995400504;1754995400505;1754995400701;1754995400702;1754995400703;1754995400704;1754995400705;1754995400706;1754995400901
17260923,Plant Effluent,What is the Conductivity in µS/cm,313530924,1748905550055,Plant Effluent,Comment on the plant effluent;Please specify other plant effluent description;Are you able to take the sample?;Method of Testing for plant effluent;Take photo of effluent sampling point;Which parameters were you able to analyse?;Temperature °C - 2550B (APHA Method Code);pH - 4500-H+B (APHA Method Code);Conductivity µS/cm - 2510B (APHA Method Code);Salinity PPT 2520B 0.2 (APHA Method Code);Total Dissolved Solids mg/L - 2540C (APHA Method Code);Total Suspended Solids mg/L - 2540D (APHA Method Code);Total Solids mg/L - 2540B (APHA Method Code);Settleable Solids mls - 2540F (APHA Method Code);Ammonia mg/L - 4500-NH3 H (APHA Method Code);Total Kjeldhal Nitrogen mg/L - 4500-NorgB (APHA Method Code);Nitrate mg/L - 4500-NO-3- I (APHA Method Code);Nitrite mg/L - 4500-NO-3- I (APHA Method Code);Total Phosphorus mg/L - 4500-P E (APHA Method Code);Chemical Oxygen Demand mg/L - 5220B (APHA Method Code);Dissolved Oxygen mg/L - 4500-O-C (APHA Method Code);Total Alkalinity mg/L - 2320B (APHA Method Code);Chloride mg/L - 4500-Cl-C (APHA Method Code);Oil & Grease mg/L - 5520D (APHA Method Code);Total Sulphides mg/L - 4500-S2-F (APHA Method Code);BOD mg/L - 5210B (APHA Method Code),1748907201859;1748917735244;1748917751257;1748917751258;1748917775963;1748917792041;1754995400101;1754995400102;1754995400103;1754995400104;1754995400301;1754995400302;1754995400303;1754995400304;1754995400501;1754995400502;1754995400503;1754995400504;1754995400505;1754995400701;1754995400702;1754995400703;1754995400704;1754995400705;1754995400706;1754995400901
17260923,Plant Effluent,What is the Chloride level in mg/L?,315190996,1748905550055,Plant Effluent,Comment on the plant effluent;Please specify other plant effluent description;Are you able to take the sample?;Method of Testing for plant effluent;Take photo of effluent sampling point;Which parameters were you able to analyse?;Temperature °C - 2550B (APHA Method Code);pH - 4500-H+B (APHA Method Code);Conductivity µS/cm - 2510B (APHA Method Code);Salinity PPT 2520B 0.2 (APHA Method Code);Total Dissolved Solids mg/L - 2540C (APHA Method Code);Total Suspended Solids mg/L - 2540D (APHA Method Code);Total Solids mg/L - 2540B (APHA Method Code);Settleable Solids mls - 2540F (APHA Method Code);Ammonia mg/L - 4500-NH3 H (APHA Method Code);Total Kjeldhal Nitrogen mg/L - 4500-NorgB (APHA Method Code);Nitrate mg/L - 4500-NO-3- I (APHA Method Code);Nitrite mg/L - 4500-NO-3- I (APHA Method Code);Total Phosphorus mg/L - 4500-P E (APHA Method Code);Chemical Oxygen Demand mg/L - 5220B (APHA Method Code);Dissolved Oxygen mg/L - 4500-O-C (APHA Method Code);Total Alkalinity mg/L - 2320B (APHA Method Code);Chloride mg/L - 4500-Cl-C (APHA Method Code);Oil & Grease mg/L - 5520D (APHA Method Code);Total Sulphides mg/L - 4500-S2-F (APHA Method Code);BOD mg/L - 5210B (APHA Method Code),1748907201859;1748917735244;1748917751257;1748917751258;1748917775963;1748917792041;1754995400101;1754995400102;1754995400103;1754995400104;1754995400301;1754995400302;1754995400303;1754995400304;1754995400501;1754995400502;1754995400503;1754995400504;1754995400505;1754995400701;1754995400702;1754995400703;1754995400704;1754995400705;1754995400706;1754995400901
17260923,Preliminary Treatment,Comment on operation of the screening system,12480921,1748905550055,Preliminary Treatment,Comment on operation of the screening system,1748906571911
17260923,Preliminary Treatment,Take photo of the screens,16230922,1748905550055,Preliminary Treatment,Take photo of the screens,1748914126410
17260923,Preliminary Treatment,Comment on the operation of the grit removal system,19240920,1748905550055,Preliminary Treatment,Comment on the operation of the grit removal system,1748914436150
17260923,Preliminary Treatment,Take photo of the grit removal system,19240924,1748905550055,Preliminary Treatment,Take photo of  the grit removal system,1748914701750
17260923,Primary Clarifiers,Comment on the operation of the primary clarifiers,15520924,1748905550055,Primary Clarifiers,Comment on the operation of the primary clarifiers,1748906604803
17260923,Primary Clarifiers,Take photo of primary clarifier,19220924,1748905550055,Primary Clarifiers,Take photo of primary clarifier,1748915357111
17260923,Secondary Clarifiers,Comment on the operation of the secondary clarifiers,11470927,1748905550055,Secondary Clarifiers,Comment on the operation of the secondary clarifiers,1748907057799
17260923,Secondary Clarifiers,Take photo of the secondary clarifier,18140928,1748905550055,Secondary Clarifiers,Take photo of the secondary clarifier,1748916617834
17260923,Sludge Aerobic Digestion,Comment on operation of the sludge aerobic digestion,11480928,1748905550055,Sludge Aerobic Digestion,Comment on operation of the sludge aerobic digestion,1748907110680
17260923,Sludge Aerobic Digestion,Take photo of Sludge Aerobic Digestion,12490925,1748905550055,Sludge Aerobic Digestion,Take photo of Sludge Aerobic Digestion,1748917136204
17260923,Sludge Handling,Comment on the sludge handling system,14490926,1748905550055,Sludge Handling,Comment on the sludge handling system,1748907110308
17260923,Sludge Handling,Take photo of sludge handling system,18140932,1748905550055,Sludge Handling,Take photo of sludge handling system,1748917296607
17260923,Stabilization Lagoons,Comment on the operation of the stabilization lagoons,14490923,1748905550055,Stabilization Lagoons,Comment on the operation of the stabilization lagoons,1748906806971
17260923,Stabilization Lagoons,Take photo of the stabilization lagoon,16230925,1748905550055,Stabilization Lagoons,Take photo of the stabilization lagoon,1748915991888
17260923,Staff and General Information,What are the constraints or recommendations fro professional developments?,11430925,1748905550055,Staff and General Information,Name of Plant Supervisor;Contact number of plant supervisor;Number of staffs at the plant?;Do you have a OHS Policy for the Plant?;Do your staff use OHS equipment at workplace?;Do plant staffs comply to the requirements  of the OHS Policy?,1748906474270;1748910113989;1748910159332;1748910184998;1748910219997;1748910278981
17260923,Staff and General Information,Number of staffs at the plant?,16210923,1748905550055,Staff and General Information,Number of staffs at the plant?,1748910159332
17260923,Staff and General Information,Contact number of plant supervisor,16210924,1748905550055,Staff and General Information,Contact number of plant supervisor,1748910113989
17260923,Staff and General Information,What professional development opportunities do they have?,17270927,1748905550055,Staff and General Information,Name of Plant Supervisor;Contact number of plant supervisor;Number of staffs at the plant?;Do you have a OHS Policy for the Plant?;Do your staff use OHS equipment at workplace?;Do plant staffs comply to the requirements  of the OHS Policy?,1748906474270;1748910113989;1748910159332;1748910184998;1748910219997;1748910278981
17260923,Staff and General Information,Name of Plant Supervisor,19200927,1748905550055,Staff and General Information,Name of Plant Supervisor,1748906474270
17260923,Staff and General Information,Do you have a OHS Policy for the Plant?,21290920,1748905550055,Staff and General Information,Do you have a OHS Policy for the Plant?,1748910184998
17260923,Staff and General Information,Do your staff use OHS equipment at workplace?,22230921,1748905550055,Staff and General Information,Do your staff use OHS equipment at workplace?,1748910219997
17260923,Staff and General Information,Do plant staffs comply to the requirements  of the OHS Policy?,25140925,1748905550055,Staff and General Information,Do plant staffs comply to the requirements  of the OHS Policy?,1748910278981
17260923,Trickling Filters,Take photo of Trickling Filter,11460924,1748905550055,Trickling Filters,Take photo of Trickling Filter,1748915551626
17260923,Trickling Filters,Comment on the operation of the Trickling Filters,16240926,1748905550055,Trickling Filters,Comment on the operation of the Trickling Filters,1748906632114
17260923,Wastewater Treatment Plant Registration,Plant inspection date?,10530927,1748905550055;1748918946591,Plant General Information,Plant inspection date?,1748905754732;1748905754740
17260923,Wastewater Treatment Plant Registration,Take photo of the treatment plant,10540923,1748903240763;1748918946591,WAF Registration;Plant General Information,Take photo of the treatment plant;Take Photo of the Treatment Plant,1748904831222;1748919298813
17260923,Wastewater Treatment Plant Registration,How many raw sewage pump stations?,11440926,1748905550055,Plant General Information,How many raw sewage pump stations?,1748904470602
17260923,Wastewater Treatment Plant Registration,What are the different treatment processes available at the plant?,11460921,1748905550055,Plant General Information,What are the different treatment processes available at the plant?,1748913763000
17260923,Wastewater Treatment Plant Registration,What is the total population connected to this plant?,12450926,1748903240763;1748918946591,WAF Registration;Plant General Information,What is the total population connected to this plant?,1748905778961;1748918946593
17260923,Wastewater Treatment Plant Registration,How many re-circulation pump stations?,12460924,1748905550055,Plant General Information,How many re-circulation pump stations?,1748904517975
17260923,Wastewater Treatment Plant Registration,Total number of pump stations,14460924,1748905550055,Plant General Information,Total number of pump stations,1748904102151
17260923,Wastewater Treatment Plant Registration,Take Geolocation of Waste water Treatment Plant,14460926,1748903240763,WAF Registration,Take Geolocation of Waste water Treatment Plant,1748904785806
17260923,Wastewater Treatment Plant Registration,Are there any pump station at the treatment plant?,15490922,1748905550055,Plant General Information,Are there any pump station at the treatment plant?,1748904054931
17260923,Wastewater Treatment Plant Registration,Which Division are you in?,17290922,1748903240763,WAF Registration,Which Division are you in?,1748903240794
17260923,Wastewater Treatment Plant Registration,How many sludge pump stations?,17290923,1748905550055,Plant General Information,How many sludge pump stations?,1748904551256
17260923,Wastewater Treatment Plant Registration,How many supernatant pump stations?,18130925,1748905550055,Plant General Information,How many supernatant pump stations?,1748904618481
17260923,Wastewater Treatment Plant Registration,What are types of pump stations?,19180924,1748905550055,Plant General Information,What are types of pump stations?,1748904158071
17260923,Wastewater Treatment Plant Registration,Which Year was the plant commissioned?,19190925,1748903240763,WAF Registration,Which Year was the plant commissioned?,1748903539202
17260923,Wastewater Treatment Plant Registration,What is the Design Capacity of the Plant cubic metres per day?,19200924,1748903240763,WAF Registration,What is the Design Capacity of the Plant cubic metres per day?,1748903613622
17260923,Wastewater Treatment Plant Registration,Name of the Plant,19200925,1748903240763,WAF Registration,Name of the Plant,1748903442166
17260923,Wastewater Treatment Plant Registration,How many Effluent Pump Stations?,22740923,1748905550055,Plant General Information,How many Effluent Pump Stations?,1748904732921
17260923,Wastewater Treatment Plant Registration,How many influent pump station,24910952,1748905550055,Plant General Information,How many influent pump station,1748904692704
